id,text,question_id,question_tag,label_id,label_tag
1001796491453845504,"Hoje fui no posto médico fazer exame, e provavelmente era o dia de vacinação das crianças... Ótimo jeito de começar o dia, não recomendo pra ninguém.",22,related,75,related
1001796491453845504,"Hoje fui no posto médico fazer exame, e provavelmente era o dia de vacinação das crianças... Ótimo jeito de começar o dia, não recomendo pra ninguém.",23,sentiment,79,neutral
1001852951953051520,CAMPANHA DE VACINAÇÃO CONTRA A GRIPE É PRORROGADA ATÉ DIA 15 DE JUNHO EM PETRÓPOLIS <url> <url>,22,related,75,related
1001852951953051520,CAMPANHA DE VACINAÇÃO CONTRA A GRIPE É PRORROGADA ATÉ DIA 15 DE JUNHO EM PETRÓPOLIS <url> <url>,23,sentiment,79,neutral
1001866964707487744,Campanha de vacinação contra Influenza é prorrogada em Palmas #CampanhaContraInfluenzaÉProrrogada <url>,22,related,75,related
1001866964707487744,Campanha de vacinação contra Influenza é prorrogada em Palmas #CampanhaContraInfluenzaÉProrrogada <url>,23,sentiment,79,neutral
1001892087711846400,"entrou uns médicos aqui com aquelas caixas que tem agulhas pra dar vacina e tal, daí já fiquei nervosa, comecei a tremer achando que iam enfiar essa agulha em mim, mas foi só pra dar vacina na minha avó mesmo",22,related,75,related
1001908050314317830,Posto aqui perto de casa sem nenhuma fila e atendendo normalmente. Quem quiser tomar vacina pra gripe é só chegar...😁 #DiguinhoDigo,22,related,75,related
1001908050314317830,Posto aqui perto de casa sem nenhuma fila e atendendo normalmente. Quem quiser tomar vacina pra gripe é só chegar...😁 #DiguinhoDigo,23,sentiment,78,positive
1001911547982155776,Fui tomar vacina  Teria sido bom se não fosse trágico,22,related,75,related
1001911547982155776,Fui tomar vacina  Teria sido bom se não fosse trágico,23,sentiment,80,negative
1001916088114958336,"Cruzeiro do Sul atinge meta de vacinação contra a gripe, aponta Saúde -  <url> <url>",22,related,75,related
1001916088114958336,"Cruzeiro do Sul atinge meta de vacinação contra a gripe, aponta Saúde -  <url> <url>",23,sentiment,79,neutral
1002177819663847425,"Essa questão da pouca procura p a vacinação da gripe H1N1 sempre é a mesma coisa. Deixam vacinas disponíveis p grupos de preferências, as mesmas ñ se vacina. Daí quem tá fora dessas grupos quer se vacinar e ñ pode ! Aí é complicado",22,related,75,related
1002540862537072640,tenho que ir em caxias ainda e dps tomar vacina e minha avó tá enrolando aqui p ir no xv,22,related,77,related
1002540862537072640,tenho que ir em caxias ainda e dps tomar vacina e minha avó tá enrolando aqui p ir no xv,23,sentiment,79,positive
1002558977404821511,Acre prorroga campanha de vacinação contra a Febre Aftosa até 15 de junho após paralisação de caminhoneiros <url>,22,related,75,related
1002558977404821511,Acre prorroga campanha de vacinação contra a Febre Aftosa até 15 de junho após paralisação de caminhoneiros <url>,23,sentiment,79,neutral
1002671405152993280,@<user> @<user> @<user> @<user> E você conhece alguma pesquisa a respeito da ineficiência ou prejuízos que uma vacina possa ter causado a um paciente?,22,related,75,related
1002671405152993280,@<user> @<user> @<user> @<user> E você conhece alguma pesquisa a respeito da ineficiência ou prejuízos que uma vacina possa ter causado a um paciente?,23,sentiment,79,neutral
1003471150351974401,O inverno vem chegando e você aí gripando. Vá até o posto de saúde mais perto de sua casa e se vacine contra a #gripe. A campanha de vacinação foi prorrogada para até o próximo dia 15. <url> <url>,22,related,75,related
1003471150351974401,O inverno vem chegando e você aí gripando. Vá até o posto de saúde mais perto de sua casa e se vacine contra a #gripe. A campanha de vacinação foi prorrogada para até o próximo dia 15. <url> <url>,23,sentiment,79,neutral
1003628301066305536,@<user> Caiu no golpe da vacina contra a gripe,22,related,75,related
1003628301066305536,@<user> Caiu no golpe da vacina contra a gripe,23,sentiment,79,neutral
1003634656569450496,Os Collie Iran e Luna. O Iran está em tratamento da pele e Luna veio tomar vacina. <url>,22,related,75,related
1003634656569450496,Os Collie Iran e Luna. O Iran está em tratamento da pele e Luna veio tomar vacina. <url>,23,sentiment,80,neutral
1003658525841743872,"Mana, deixa eu te dizer um negócio sofri duas horas na fila, com medo, nervoso, calor, nervoso mais um pouco pra vacinação durar doía segundos.",22,related,75,related
1003658525841743872,"Mana, deixa eu te dizer um negócio sofri duas horas na fila, com medo, nervoso, calor, nervoso mais um pouco pra vacinação durar doía segundos.",23,sentiment,80,negative
1003681375684300800,Não sei se vou tomar vacina contra gripe ou se me arrisco morrer de sinusite esse ano mais uma vez,22,related,75,related
1003681375684300800,Não sei se vou tomar vacina contra gripe ou se me arrisco morrer de sinusite esse ano mais uma vez,23,sentiment,79,neutral
1003708579931619329,"@<user> Eu sempre tive plano particular jdshkgjhgjds é raro eu ir no sus, só vou mesmo quando era vacina",23,sentiment,79,neutral
1003738757936410625,"O médico falou que a cada 1000 pessoas 1 ficava doente dps da vacina,e cá estou passando mal! Sorte sorte... 🤦🏼♂️😂",22,related,75,related
1003738757936410625,"O médico falou que a cada 1000 pessoas 1 ficava doente dps da vacina,e cá estou passando mal! Sorte sorte... 🤦🏼♂️😂",23,sentiment,80,negative
1003845977890066432,"O ano é 2057, o mundo foi infectado pelo vírus da inteligência artificial. Foram encontrados micro-chips em uma recente vacina a qual leva o humano à robotização. A resistência acaba de criar um método-teste para identificar os infectados <url>",22,related,75,related
1003845977890066432,"O ano é 2057, o mundo foi infectado pelo vírus da inteligência artificial. Foram encontrados micro-chips em uma recente vacina a qual leva o humano à robotização. A resistência acaba de criar um método-teste para identificar os infectados <url>",23,sentiment,79,neutral
1003969839080333313,nem doeu a vacina pra gripe que eu tomei ontem  meu braço tbm nem ta doendo agora <url>,22,related,75,related
1003969839080333313,nem doeu a vacina pra gripe que eu tomei ontem  meu braço tbm nem ta doendo agora <url>,23,sentiment,80,positive
1004010121645707264,A vacina tá em falta em TODAS as clínicas. Eu to desesperada,22,related,75,related
1004010121645707264,A vacina tá em falta em TODAS as clínicas. Eu to desesperada,23,sentiment,80,negative
1004092587370795008,"Aplicar dose fracionada de vacina contra febre amarela é melhor estratégia, diz diretor da Fiocruz <url> <url>",22,related,75,related
1004092587370795008,"Aplicar dose fracionada de vacina contra febre amarela é melhor estratégia, diz diretor da Fiocruz <url> <url>",23,sentiment,79,positive
1004309893577367552,Vcs q tomam banho cedo e saem de cabelo molhado NESSE FRIO  Tomam vacina pra gripe no café da manhã?,22,related,75,related
1004484182406463360,Um painel consultivo chave para os Centros de Controle e Prevenção de Doenças (CDC) recomendou o uso da nova vacina Shingrix (GlaxoSmithKline) sobre a vacina Zostavax existente (Merck) para a prevenção de herpes-zoster em adultos com 50 anos de idade e mais velhos  ...,22,related,75,related
1004484182406463360,Um painel consultivo chave para os Centros de Controle e Prevenção de Doenças (CDC) recomendou o uso da nova vacina Shingrix (GlaxoSmithKline) sobre a vacina Zostavax existente (Merck) para a prevenção de herpes-zoster em adultos com 50 anos de idade e mais velhos  ...,23,sentiment,79,neutral
1004587455167762432,"eu estou putassa, mas pelo menos ganhei vacina de graça por ter doença crônica",22,related,75,related
1004587455167762432,"eu estou putassa, mas pelo menos ganhei vacina de graça por ter doença crônica",23,sentiment,78,positive
1004835651538292737,"Fui ao posto de saúde hoje, fazer o preventivo anual. A enfermeira responsável pelo setor, me deu o encaminhamento para tomar a vacina contra o Influenza (vacina da gripe). Muito que bem.",22,related,75,related
1004835651538292737,"Fui ao posto de saúde hoje, fazer o preventivo anual. A enfermeira responsável pelo setor, me deu o encaminhamento para tomar a vacina contra o Influenza (vacina da gripe). Muito que bem.",23,sentiment,78,positive
1004876824587927553,"Hoje fui tomar a vacina da febre amarela, agendada há dois meses. Tinha que levar minha carteira de vacinação. Chegando lá,  descubro que não só tomei já em 2006 como estou VINTE ANOS atrasado com a de tétano.  Resultado: entrei pra tomar uma vacina, saí com outra.",22,related,75,related
1004876824587927553,"Hoje fui tomar a vacina da febre amarela, agendada há dois meses. Tinha que levar minha carteira de vacinação. Chegando lá,  descubro que não só tomei já em 2006 como estou VINTE ANOS atrasado com a de tétano.  Resultado: entrei pra tomar uma vacina, saí com outra.",23,sentiment,78,positive
1004926038642692097,"Vacinação contra Gripe atinge 68,62% de cobertura em Hortolândia <url>",22,related,75,related
1004926038642692097,"Vacinação contra Gripe atinge 68,62% de cobertura em Hortolândia <url>",23,sentiment,79,positive
1005019147963633664,"hoje tenho que levar o Thor pra tomar vacina, mas eu queria mesmo era dormir",22,related,75,related
1005019147963633664,"hoje tenho que levar o Thor pra tomar vacina, mas eu queria mesmo era dormir",23,sentiment,79,neutral
1005045339370540928,"To achando muito tosca essa comoção porque a Kat Von D é anti vacinação e não vai vacinar o filho dela. ""Mas o filho dela pode por em risco outras crianças"" ué vacine sua criança então porra deixa ela ter o estilo de vida que acha correto.",22,related,75,related
1005045339370540928,"To achando muito tosca essa comoção porque a Kat Von D é anti vacinação e não vai vacinar o filho dela. ""Mas o filho dela pode por em risco outras crianças"" ué vacine sua criança então porra deixa ela ter o estilo de vida que acha correto.",23,sentiment,78,positive
1005055256835837953,Vacinação contra gripe segue até dia 15 de junho <url>,22,related,75,related
1005055256835837953,Vacinação contra gripe segue até dia 15 de junho <url>,23,sentiment,78,neutral
1005066926278705152,Vacinação contra a Gripe vai até o dia 15 de Junho em São Joaquim da Barra - Visão Regional <url>,22,related,75,related
1005066926278705152,Vacinação contra a Gripe vai até o dia 15 de Junho em São Joaquim da Barra - Visão Regional <url>,23,sentiment,79,neutral
1005079443138859009,Se vc conhece algum vegano que nao toma remedio e/ou nao se vacina pq eles foram testados em animais ou pq possui derivados na formula Essa pessoa é uma idiota.,22,related,75,related
1005079649838301184,"Prazo da campanha de vacinação contra a gripe expira nesta sexta-feira em #Blumenau. Até o momento, 86.599 pessoas dos grupos de risco receberam a vacina em Blumenau.  Nesta sexta-feira, dia 8, encerra o... <url>",22,related,75,related
1005079649838301184,"Prazo da campanha de vacinação contra a gripe expira nesta sexta-feira em #Blumenau. Até o momento, 86.599 pessoas dos grupos de risco receberam a vacina em Blumenau.  Nesta sexta-feira, dia 8, encerra o... <url>",23,sentiment,78,neutral
1005082612237520896,"Vacina gratuita está disponível em todas as UBSs e USFs, de segunda a sexta-feira, das 8h às 15h. <url>",22,related,75,related
1005082612237520896,"Vacina gratuita está disponível em todas as UBSs e USFs, de segunda a sexta-feira, das 8h às 15h. <url>",23,sentiment,78,neutral
1005092335095607298,Tomei a vacina da gripe ontem e já me encontro com o braço pesado.,22,related,75,related
1005092335095607298,Tomei a vacina da gripe ontem e já me encontro com o braço pesado.,23,sentiment,80,negative
1005119105198952448,"Férias e Vacinação conselhos Aproxima-se a época de férias, sendo provável algum aumento das viagens para fora do país. Antes de partir verifique se tem as vacinas atualizadas de acordo com o Programa Nacional de... <url>",22,related,75,related
1005119105198952448,"Férias e Vacinação conselhos Aproxima-se a época de férias, sendo provável algum aumento das viagens para fora do país. Antes de partir verifique se tem as vacinas atualizadas de acordo com o Programa Nacional de... <url>",23,sentiment,78,positive
1005181687305768960,"Tomei a vacina da gripe, meu braço tá super dolorido pqp",22,related,75,related
1005181687305768960,"Tomei a vacina da gripe, meu braço tá super dolorido pqp",23,sentiment,80,negative
1005348754285875203,"""Evolução; é por isso que você precisa de uma vacina contra a gripe"".",22,related,75,related
1005348754285875203,"""Evolução; é por isso que você precisa de uma vacina contra a gripe"".",23,sentiment,78,positive
1005459623040544768,Campanha de Vacinação Contra Gripe já imunizou mais de 168 mil pessoas <url> <url>,22,related,75,related
1005459623040544768,Campanha de Vacinação Contra Gripe já imunizou mais de 168 mil pessoas <url> <url>,23,sentiment,79,neutral
1005815104661843968,Eu e Vinicius trocando causos de injeção e vacina,22,related,75,related
1005815104661843968,Eu e Vinicius trocando causos de injeção e vacina,23,sentiment,79,neutral
1006051720508698624,"PLENO SÉCULO 21 E TEM GENTE QUE É ANTI-VACINA A NÃO VEI, VAI TOMAR NO CU",22,related,75,related
1006051720508698624,"PLENO SÉCULO 21 E TEM GENTE QUE É ANTI-VACINA A NÃO VEI, VAI TOMAR NO CU",23,sentiment,78,positive
1006115802112806912,tomei vacina pra gripe mas tô sentindo que tô gripando. top,22,related,75,related
1006115802112806912,tomei vacina pra gripe mas tô sentindo que tô gripando. top,23,sentiment,80,negative
1006118425033428993,Vou toma um banho e leva meu neném pra toma vacina ❤,22,related,75,related
1006118425033428993,Vou toma um banho e leva meu neném pra toma vacina ❤,23,sentiment,79,neutral
1006139505059999744,Campanha de vacinação contra gripe termina na próxima sexta-feira | CenárioMT <url>,22,related,75,related
1006139505059999744,Campanha de vacinação contra gripe termina na próxima sexta-feira | CenárioMT <url>,23,sentiment,79,neutral
1006145254448418817,"Minha mãe q entro pra da vacina no Arthur e fazer o teste do pezinho , to com coração na mão 🤦♀️😪",22,related,75,related
1006145254448418817,"Minha mãe q entro pra da vacina no Arthur e fazer o teste do pezinho , to com coração na mão 🤦♀️😪",23,sentiment,80,negative
1006174481126051840,(Campanha de vacinação contra a gripe entra na reta final) Gazeta do Campo Comprido - <url> <url>,22,related,75,related
1006174481126051840,(Campanha de vacinação contra a gripe entra na reta final) Gazeta do Campo Comprido - <url> <url>,23,sentiment,78,positive
1006183049619562496,Campanha de vacinação contra gripe termina nesta sexta-feira -  <url>,22,related,75,related
1006183049619562496,Campanha de vacinação contra gripe termina nesta sexta-feira -  <url>,23,sentiment,79,neutral
1006227335736123393,Ai mano essas mães q não dão vacina nos filhos eu n tenho nem paciência pra discutir,22,related,75,related
1006227335736123393,Ai mano essas mães q não dão vacina nos filhos eu n tenho nem paciência pra discutir,23,sentiment,78,positive
1006233243086012418,"CAMPANHA DA GRIPE É PRORROGADA E AMPLIADA PARA DOIS NOVOS GRUPOS A 20ª Campanha Nacional de Vacinação contra Influenza (gripe) foi novamente prorrogada em São João Batista, desta vez... <url>",22,related,75,related
1006233243086012418,"CAMPANHA DA GRIPE É PRORROGADA E AMPLIADA PARA DOIS NOVOS GRUPOS A 20ª Campanha Nacional de Vacinação contra Influenza (gripe) foi novamente prorrogada em São João Batista, desta vez... <url>",23,sentiment,79,neutral
1006248989048664064,Campanha de vacinação contra gripe termina na sexta-feira <url> #CanalSaude,22,related,75,related
1006248989048664064,Campanha de vacinação contra gripe termina na sexta-feira <url> #CanalSaude,23,sentiment,79,neutral
1006286310011744256,' Aylla Tomou Vacina e Nn Ficou Enjoada e Nem Tá Sentindo Dor 😊.,22,related,75,related
1006286310011744256,' Aylla Tomou Vacina e Nn Ficou Enjoada e Nem Tá Sentindo Dor 😊.,23,sentiment,78,positive
1006557974058369024,Hoje era treino de braço mas não vou poder fazer por causa dessa vacina ☹️,22,related,75,related
1006928915754086400,"Tomar vacina no lado direito e sofrer cada vez que usa o braço, e EU SOU DESTRA",22,related,75,related
1006928915754086400,"Tomar vacina no lado direito e sofrer cada vez que usa o braço, e EU SOU DESTRA",23,sentiment,80,negative
1006994038568968192,"Mano vou tomar vacina semana q vem, já to me preparando pro processo de desmaiar no postinho e passar vergonha como todas as outras vezes.",22,related,75,related
1007036509025980416,"Essa manchete com o Bonner indignado ""o brasileiro? DESPREZA os riscos da gripe!"" pela baixa adesão à vacina, pqp, q coisa estúpida, nem nos entrar no mérito da falta de informação e de saúde comunitária básica, mas é o mais puro e desonesto sensacionalismo    #jn #jornalnacional",22,related,75,related
1007036509025980416,"Essa manchete com o Bonner indignado ""o brasileiro? DESPREZA os riscos da gripe!"" pela baixa adesão à vacina, pqp, q coisa estúpida, nem nos entrar no mérito da falta de informação e de saúde comunitária básica, mas é o mais puro e desonesto sensacionalismo    #jn #jornalnacional",23,sentiment,78,positive
1007177450219065344,"Ai vc toma vacina da gripe pra tenta n fica gripada, e tem reação e fica mega gripada .... Q dor , só queria dormi 😭😭😭😭😭",22,related,75,related
1007177450219065344,"Ai vc toma vacina da gripe pra tenta n fica gripada, e tem reação e fica mega gripada .... Q dor , só queria dormi 😭😭😭😭😭",23,sentiment,80,negative
1007262159653494785,"Desgoverno Temer fez a proeza de deixar de imunizar 90% do público-alvo da vacinação contra a gripe. Sem atingir meta, campanha é prorrogada pela segunda vez este ano. <url> #vacinagripe #duquedecaxias #baixadafluminense #saúde #ForaTemer #OBrasilFelizDeNovo",22,related,75,related
1007284226302111744,"Brasil quer meta de 95% de vacinação contra paralisia infantil após caso na Venezuela. Criança de comunidade indígena venezuelana contraiu doença erradicada das Américas desde 1994. Hoje, média de cobertura vacinal da poliomielite no país está em 77%. #vacina #paralisiainfantil",22,related,75,related
1007284226302111744,"Brasil quer meta de 95% de vacinação contra paralisia infantil após caso na Venezuela. Criança de comunidade indígena venezuelana contraiu doença erradicada das Américas desde 1994. Hoje, média de cobertura vacinal da poliomielite no país está em 77%. #vacina #paralisiainfantil",23,sentiment,79,neutral
1007361418641985538,Fui no posto pro Thomás tomar a vacina da campanha da paralisia infantil,22,related,75,related
1007361418641985538,Fui no posto pro Thomás tomar a vacina da campanha da paralisia infantil,23,sentiment,79,neutral
1007639900768886784,"Tem que levar o Thon p tomar vacina, porém ele já está dodoizinho 🙁 sem condições de judiar do meu nenê",22,related,75,related
1007639900768886784,"Tem que levar o Thon p tomar vacina, porém ele já está dodoizinho 🙁 sem condições de judiar do meu nenê",23,sentiment,79,neutral
1007677071085264896,"Em meio ao aumento de casos de poliomielite identificados na Venezuela, o Ministério da Saúde informou que a campanha de vacinação contra a doença no Brasil deve ocorrer de 6 a 24 de agosto. <url>",22,related,75,related
1007677071085264896,"Em meio ao aumento de casos de poliomielite identificados na Venezuela, o Ministério da Saúde informou que a campanha de vacinação contra a doença no Brasil deve ocorrer de 6 a 24 de agosto. <url>",23,sentiment,79,neutral
1007730400049983488,Shopping na Ponta Negra recebe posto de vacinação contra a gripe #jornalismoprofissional #jornalismoemtempo <url> <url>,22,related,75,related
1007730400049983488,Shopping na Ponta Negra recebe posto de vacinação contra a gripe #jornalismoprofissional #jornalismoemtempo <url> <url>,23,sentiment,79,neutral
1007793650359848832,Campanha de vacinação no ES chega ao seu último dia com meta superada. <url> #eshoje <url>,22,related,75,related
1007793650359848832,Campanha de vacinação no ES chega ao seu último dia com meta superada. <url> #eshoje <url>,23,sentiment,79,neutral
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",32,is_activism,105,is_advocacy
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",35,is_liberty_related,112,not_liberty_related
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",33,is_narrative,108,not_narrative
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",34,is_safety_related,109,not_safety_related
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",22,related,75,related
1007820375181418498,"A G&P promoveu a Campanha de Vacinação contra a gripe Influenza HH1N1 para os seus colaboradores, em prol da saúde e bem-estar da nossa equipe. 🙂🙂🙂 #gep #eusougep #eufacopartegep #vacinaçãoh1n1",23,sentiment,78,positive
1008001250925924480,Campanha de vacinação contra a gripe é prorrogada até 22 de junho<url> 📷 Elza Fiuza/Agência Brasil <url>,22,related,75,related
1008001250925924480,Campanha de vacinação contra a gripe é prorrogada até 22 de junho<url> 📷 Elza Fiuza/Agência Brasil <url>,23,sentiment,79,neutral
1008358362487062530,Tomei a vacina da gripe e tava me sentindo a própria mulher maravilha da saúde... to doente e tossindo igual uma cabra,22,related,75,related
1008358362487062530,Tomei a vacina da gripe e tava me sentindo a própria mulher maravilha da saúde... to doente e tossindo igual uma cabra,23,sentiment,80,negative
1008504322139807744,"@<user> @<user> Ele ja ta vacinado e muito , sabe lidar com esses intrigueiros.  Para certos jornalistas o cirao da massa e um verdadeiro Escorpiao.",22,related,75,related
1008543591457869825,"Acabei de ler um texto da Kat Von D no Instagram onde ela diz que não vai vacinar o filho. Você já viu a imagem de uma pessoa que admira há anos se desfazer em 1 segundo? Não estou nem acreditando que ela é anti-vaxxer, puta que pariu.",22,related,75,related
1008703625294696448,Gente o vídeo da campanha que a Gabidu falou no insta muito interessante e vale ressaltar que é um assunto muito importante. Gabidu obrigado pela dica.  Campanha de vacinação contra HPV e Meningite C <url> via @@<user>,22,related,75,related
1008703625294696448,Gente o vídeo da campanha que a Gabidu falou no insta muito interessante e vale ressaltar que é um assunto muito importante. Gabidu obrigado pela dica.  Campanha de vacinação contra HPV e Meningite C <url> via @@<user>,23,sentiment,79,positive
1008751762285744000,Secretaria Estadual da Saúde inclui a Baixada Santista na vacinação contra a febre amarela <url>,22,related,75,related
1008751762285744000,Secretaria Estadual da Saúde inclui a Baixada Santista na vacinação contra a febre amarela <url>,23,sentiment,79,neutral
1008777247694704641,"Minha irmã fez uma tatuagem do tamanho do mundo, e tem medo de tomar vacina, vai entender",22,related,75,related
1008890366492213248,Vacinação contra influenza em Parnamirim continua até o dia 22 <url> <url>,22,related,75,related
1008890366492213248,Vacinação contra influenza em Parnamirim continua até o dia 22 <url> <url>,23,sentiment,79,neutral
1008903722628472833,"Hj eu já tive q descer do salto pq tive q ouvir de um amigo que ""eu não tomo vacina nenhuma pq essas coisas do governo é tudo esquema pra deixar o povo doente"". A maluco eu não aguento.",22,related,75,related
1008903722628472833,"Hj eu já tive q descer do salto pq tive q ouvir de um amigo que ""eu não tomo vacina nenhuma pq essas coisas do governo é tudo esquema pra deixar o povo doente"". A maluco eu não aguento.",23,sentiment,78,positive
1009058318076108800,Instituto Butantan obtém patente para produção de vacina contra dengue #FalaBrasil <url>,22,related,75,related
1009058318076108800,Instituto Butantan obtém patente para produção de vacina contra dengue #FalaBrasil <url>,23,sentiment,79,neutral
1009082930663129088,"⚠️ Não deixe passar! Se você faz parte do grupo prioritário de vacinação contra a gripe, corre que ainda dá tempo! #VamosVencerJuntos 💪🏽 <url>",22,related,75,related
1009082930663129088,"⚠️ Não deixe passar! Se você faz parte do grupo prioritário de vacinação contra a gripe, corre que ainda dá tempo! #VamosVencerJuntos 💪🏽 <url>",23,sentiment,78,positive
1009119870959538176,"Atenção, gestante. Não deixe de tomar a vacina! Procure a UBS mais próxima e garanta sua imunização! <url>",22,related,75,related
