id,text,question_id,question_tag,label_id,label_tag
1005045339370540928,"To achando muito tosca essa comoção porque a Kat Von D é anti vacinação e não vai vacinar o filho dela. ""Mas o filho dela pode por em risco outras crianças"" ué vacine sua criança então porra deixa ela ter o estilo de vida que acha correto.",23,sentiment,78,positive
1005815104661843968,Eu e Vinicius trocando causos de injeção e vacina,22,related,75,related
1005815104661843968,Eu e Vinicius trocando causos de injeção e vacina,23,sentiment,79,neutral
1006174481126051840,(Campanha de vacinação contra a gripe entra na reta final) Gazeta do Campo Comprido - <url> <url>,22,related,75,related
1006174481126051840,(Campanha de vacinação contra a gripe entra na reta final) Gazeta do Campo Comprido - <url> <url>,23,sentiment,78,positive
1006928915754086400,"Tomar vacina no lado direito e sofrer cada vez que usa o braço, e EU SOU DESTRA",22,related,75,related
1006928915754086400,"Tomar vacina no lado direito e sofrer cada vez que usa o braço, e EU SOU DESTRA",23,sentiment,80,negative
1007677071085264896,"Em meio ao aumento de casos de poliomielite identificados na Venezuela, o Ministério da Saúde informou que a campanha de vacinação contra a doença no Brasil deve ocorrer de 6 a 24 de agosto. <url>",22,related,75,related
1007677071085264896,"Em meio ao aumento de casos de poliomielite identificados na Venezuela, o Ministério da Saúde informou que a campanha de vacinação contra a doença no Brasil deve ocorrer de 6 a 24 de agosto. <url>",23,sentiment,79,neutral
1007793650359848832,Campanha de vacinação no ES chega ao seu último dia com meta superada. <url> #eshoje <url>,22,related,75,related
1007793650359848832,Campanha de vacinação no ES chega ao seu último dia com meta superada. <url> #eshoje <url>,23,sentiment,79,neutral
1008001250925924480,Campanha de vacinação contra a gripe é prorrogada até 22 de junho<url> 📷 Elza Fiuza/Agência Brasil <url>,22,related,75,related
1008001250925924480,Campanha de vacinação contra a gripe é prorrogada até 22 de junho<url> 📷 Elza Fiuza/Agência Brasil <url>,23,sentiment,79,neutral
1008751762285744000,Secretaria Estadual da Saúde inclui a Baixada Santista na vacinação contra a febre amarela <url>,22,related,75,related
1008751762285744000,Secretaria Estadual da Saúde inclui a Baixada Santista na vacinação contra a febre amarela <url>,23,sentiment,79,neutral
1009058318076108800,Instituto Butantan obtém patente para produção de vacina contra dengue #FalaBrasil <url>,22,related,75,related
1009058318076108800,Instituto Butantan obtém patente para produção de vacina contra dengue #FalaBrasil <url>,23,sentiment,79,neutral
1009416877796462592,"ontem uma garota foi alisar um gatinho de rua o povo começou a entrar em desespero falando ""naaao, naao faça isso ele não é vacinado, ele é gato de rua"" eu fiquei bem ?????????????",22,related,75,related
1009433656904044544,"fui fazer exame de sangue e fugi da vacina da gripe, hoje o enfermeiro veio aqui no trabalho e vacinou todo mundo, não adiantou nada fugir ☹️",22,related,75,related
1009433656904044544,"fui fazer exame de sangue e fugi da vacina da gripe, hoje o enfermeiro veio aqui no trabalho e vacinou todo mundo, não adiantou nada fugir ☹️",23,sentiment,79,neutral
1009755756378324992,"Amigos, hoje (quinta-feira) estaremos em SIMÕES FILHOS no Largo do Major Tapioca, às 13h, com a nossa campanha de VACINAÇÃO ANTIRRÁBICA para os animais! Leve o seu amigo de 4 patas para se prevenir! #simoesfilho <url>",22,related,75,related
1009755756378324992,"Amigos, hoje (quinta-feira) estaremos em SIMÕES FILHOS no Largo do Major Tapioca, às 13h, com a nossa campanha de VACINAÇÃO ANTIRRÁBICA para os animais! Leve o seu amigo de 4 patas para se prevenir! #simoesfilho <url>",23,sentiment,79,neutral
1010325967326400256,"São Paulo amplia #vacinação #contragripeSegundo recomendação da OMS (Organização Mundial de Saúde), a vacina de 2018 irá prevenir a população alvo contra o vírus Influenza dos tipos A... <url>",22,related,75,related
1010325967326400256,"São Paulo amplia #vacinação #contragripeSegundo recomendação da OMS (Organização Mundial de Saúde), a vacina de 2018 irá prevenir a população alvo contra o vírus Influenza dos tipos A... <url>",23,sentiment,79,positive
1010603222015336320,Pq que eu to gripada se eu tomei aquela desgraça de vacina dolorida contra 540 tipo de gripe,22,related,75,related
1010603222015336320,Pq que eu to gripada se eu tomei aquela desgraça de vacina dolorida contra 540 tipo de gripe,23,sentiment,80,negative
1011305830166270080,"@<user> Quando ele fizer 3 meses é só uma vacina. Com 4 a segunda dose dessa de 2 meses! Acho que essa segunda dose é mais forte, porque Maria chorou muito mais dessa vez 💔",22,related,75,related
1011305830166270080,"@<user> Quando ele fizer 3 meses é só uma vacina. Com 4 a segunda dose dessa de 2 meses! Acho que essa segunda dose é mais forte, porque Maria chorou muito mais dessa vez 💔",23,sentiment,80,neutral
1011445196473716736,Bom ainda bem que eu fui tomar vacina com o Pedro que tem SEIS anos e fiquei mais nervosa do que ele rs,22,related,75,related
1011445196473716736,Bom ainda bem que eu fui tomar vacina com o Pedro que tem SEIS anos e fiquei mais nervosa do que ele rs,23,sentiment,79,neutral
1011980870742310656,"@<user> @<user> que judiaçãozinha :( os doguinhos são uma gracinha, mas eh foda.. e eh difícil convencer esse pessoal mais “xucra” mesmo.. até com vacinação em animais",22,related,75,related
1011980870742310656,"@<user> @<user> que judiaçãozinha :( os doguinhos são uma gracinha, mas eh foda.. e eh difícil convencer esse pessoal mais “xucra” mesmo.. até com vacinação em animais",23,sentiment,79,neutral
1013982512157208320,Inclusive é impressionante esse medo! Fomos a um postinho fazer uma ação sobre vacinas e a maioria lá tinha deixado de tomar umas super importantes por conta de medo <url>,22,related,75,related
1013982512157208320,Inclusive é impressionante esse medo! Fomos a um postinho fazer uma ação sobre vacinas e a maioria lá tinha deixado de tomar umas super importantes por conta de medo <url>,23,sentiment,80,negative
1014334616046534528,@<user> eu to a 2 semanas e eu to com vontade de chorar serio kkkkkk eu to tao arrependido n ter tomado a vacina da gripe,22,related,75,related
1014334616046534528,@<user> eu to a 2 semanas e eu to com vontade de chorar serio kkkkkk eu to tao arrependido n ter tomado a vacina da gripe,23,sentiment,78,positive
1014349833723891456,"Agora que vi sobre a publicação da menina , e eu amo e entendo tudo sobre vacina . Melhor estágio que eu fiz e a área que eu mais gostei foi a pediatria 😍😍",22,related,75,related
1014349833723891456,"Agora que vi sobre a publicação da menina , e eu amo e entendo tudo sobre vacina . Melhor estágio que eu fiz e a área que eu mais gostei foi a pediatria 😍😍",23,sentiment,79,neutral
1014554229770543232,O Ministério da Saúde divulgou nesta terça-feira uma lista com as 312 cidades brasileiras que estão com baixa cobertura na vacina contra a poliomielite. <url>,22,related,75,related
1014554229770543232,O Ministério da Saúde divulgou nesta terça-feira uma lista com as 312 cidades brasileiras que estão com baixa cobertura na vacina contra a poliomielite. <url>,23,sentiment,79,neutral
1014605120364056320,"""O alerta feito pelo ministério dá conta de que 312 municípios do país estão com menos de 50% das crianças menores de cinco anos sem vacinação. O ministério lembra... <url>",22,related,75,related
1014605120364056320,"""O alerta feito pelo ministério dá conta de que 312 municípios do país estão com menos de 50% das crianças menores de cinco anos sem vacinação. O ministério lembra... <url>",23,sentiment,80,neutral
1014907370047238144,"@<user> Vixi é assim mesmo, fui vacinar meu filho na campanha da gripe fiquei mais de 1h com ele dormindo no meu colo esperando.",22,related,75,related
1014907370047238144,"@<user> Vixi é assim mesmo, fui vacinar meu filho na campanha da gripe fiquei mais de 1h com ele dormindo no meu colo esperando.",23,sentiment,79,negative
1015008757661782016,@<user> COMO ASSIM COM QM Q EU VOU FICAR CAROLINE TU VAI ME DWIXAR SOZINHA NO MEIO DAQUELAS COBRAS CAROLINE COMO ASSIM EU NAO TOMEI VACINA CONTRA RAIVA,22,related,75,related
1015098365749747456,Eu não tenho maturidade pra ficar gripada. Eu tomei vacina pra isso gente. Pq existe tanto vírus pra gripe?,22,related,75,related
1015359740854009728,mano tá uma epidemia de sarampo aqui em manaus uma criança de 7 meses morreu e o caralho dos pais ainda não querem vacinar os filhos vai se foder,22,related,75,related
1015359740854009728,mano tá uma epidemia de sarampo aqui em manaus uma criança de 7 meses morreu e o caralho dos pais ainda não querem vacinar os filhos vai se foder,23,sentiment,79,negative
1016005671630921600,A ignorância das pessoas tá em um nível hard. Agora elas de informam via correntes do WhatsApp <url>,22,related,76,not_related
1016491933957488640,Primeiro dia de férias: Cuidar dos pequenosDeixar carro na oficina (pequenos juntos)Levar pequenos para vacinarCinema com os pequenosCompras com os pequenosFazer o jantarAssistir desenho com os pequenosAcabaram de dormir.Expediente de 15 horas.,22,related,75,related
1016491933957488640,Primeiro dia de férias: Cuidar dos pequenosDeixar carro na oficina (pequenos juntos)Levar pequenos para vacinarCinema com os pequenosCompras com os pequenosFazer o jantarAssistir desenho com os pequenosAcabaram de dormir.Expediente de 15 horas.,23,sentiment,79,neutral
1016766309701332992,"Aí você vê várias campanhas criticando pais que não estão vacinando seus filhos, leva seu filho em um posto de saúde de São José dos Pinhais com a carteira de vacinação que usava em Curitiba e não é atendido, pois... <url>",22,related,75,related
1016766309701332992,"Aí você vê várias campanhas criticando pais que não estão vacinando seus filhos, leva seu filho em um posto de saúde de São José dos Pinhais com a carteira de vacinação que usava em Curitiba e não é atendido, pois... <url>",23,sentiment,79,neutral
1017119234843922432,o sonho da onu n para caralho vsf <url>,24,other_topic,85,other_topic
1017119234843922432,o sonho da onu n para caralho vsf <url>,22,related,76,not_related
1017280854786297728,Vou tomar a vacina de 15 anos 3 vezes em 3 meses mano,22,related,75,related
1017280854786297728,Vou tomar a vacina de 15 anos 3 vezes em 3 meses mano,23,sentiment,79,neutral
1018525385766645632,"@<user> Todos devem seguir o pacto social de onde vivem, as leis servem pra deixar isso bem claro, se uma pessoa não vacina seus filhos está colocando em risco a vida de outras crianças. Não há questão nesse caso, vacina ou perde a guarda pela falta de responsabilidade",22,related,75,related
1018525385766645632,"@<user> Todos devem seguir o pacto social de onde vivem, as leis servem pra deixar isso bem claro, se uma pessoa não vacina seus filhos está colocando em risco a vida de outras crianças. Não há questão nesse caso, vacina ou perde a guarda pela falta de responsabilidade",23,sentiment,78,positive
1018660407827812480,"ATENÇÃOde 06 a 30 de AGOSTOtodos os adultos com menos de 50 anos precisam atualizar a vacina contra o sarampo.Menores de 49 anos, uma doseMenores de 30 anos, duas doses.O Sarampo… <url>",22,related,75,related
1018660407827812480,"ATENÇÃOde 06 a 30 de AGOSTOtodos os adultos com menos de 50 anos precisam atualizar a vacina contra o sarampo.Menores de 49 anos, uma doseMenores de 30 anos, duas doses.O Sarampo… <url>",23,sentiment,79,neutral
1018927612301926400,Dia D de vacinação contra Poliomielite e Sarampo será no mês de agosto... <url> <url>,22,related,75,related
1018927612301926400,Dia D de vacinação contra Poliomielite e Sarampo será no mês de agosto... <url> <url>,23,sentiment,78,positive
1018944618753380480,"ai tu vai la vacina teu filho, injetam álcool nele mas tudo bem né <url>",22,related,75,related
1018944618753380480,"ai tu vai la vacina teu filho, injetam álcool nele mas tudo bem né <url>",23,sentiment,80,negative
1019018358770032640,"Xuxa participou da campanha de vacinação que foi responsável pela erradicação da pólio no Brasil em 88, agora esses paunocu não querem vacinar seus filhos e ela vai voltar a fazer comercial campanha pro mins da saúde mas que mulher maravilhosa felizmente fã",22,related,75,related
1019018358770032640,"Xuxa participou da campanha de vacinação que foi responsável pela erradicação da pólio no Brasil em 88, agora esses paunocu não querem vacinar seus filhos e ela vai voltar a fazer comercial campanha pro mins da saúde mas que mulher maravilhosa felizmente fã",23,sentiment,79,positive
1019208850069573632,"Vacinar os filhos contra o sarampo não é mais uma opção no Rio Grande do Sul. TEM QUE VACINAR, se não os pais podem arcar com as consequências #HojeEmDia. Acesse: <url> <url>",22,related,75,related
1019208850069573632,"Vacinar os filhos contra o sarampo não é mais uma opção no Rio Grande do Sul. TEM QUE VACINAR, se não os pais podem arcar com as consequências #HojeEmDia. Acesse: <url> <url>",23,sentiment,78,positive
1019288951482454016,tinha q ir no posto tomar uma vacina q tá atrasada mas minha carteira de vacinação  ta na casa da minha irmã,22,related,75,related
1019288951482454016,tinha q ir no posto tomar uma vacina q tá atrasada mas minha carteira de vacinação  ta na casa da minha irmã,23,sentiment,79,neutral
1019799908637986816,"a mina tomou vacina da gripe e falou q ficou gravida, o bb vai nasce  com a cara do zé gotinha",22,related,75,related
1019799908637986816,"a mina tomou vacina da gripe e falou q ficou gravida, o bb vai nasce  com a cara do zé gotinha",23,sentiment,79,negative
1019909898023337984,"Marquei médico pra mim acordei cedinho,e nem tive coragem de aproveitar tomar a vacina kkkkk",22,related,75,related
1019909898023337984,"Marquei médico pra mim acordei cedinho,e nem tive coragem de aproveitar tomar a vacina kkkkk",23,sentiment,79,negative
1019965868963516416,"Graças a Deus o ministério da saúde começou a fazer esse panejamento este ano 2018, assim demorará só mais uns 30 anos. Não teremos que espera o planejamento para 2100 e ver o funcionamento em 2150. kkkkkkk...",24,other_topic,84,health_medicine
1019965868963516416,"Graças a Deus o ministério da saúde começou a fazer esse panejamento este ano 2018, assim demorará só mais uns 30 anos. Não teremos que espera o planejamento para 2100 e ver o funcionamento em 2150. kkkkkkk...",22,related,76,not_related
1020074182581923840,AGORA ACS PODE APLICAR VACINA E INJEÇÃO NAS PESSOAS #RedeGlobo SÓ SAI BOSTA NESTE CANAL AFFFFFFFFFFFF <url>,22,related,75,related
1020074182581923840,AGORA ACS PODE APLICAR VACINA E INJEÇÃO NAS PESSOAS #RedeGlobo SÓ SAI BOSTA NESTE CANAL AFFFFFFFFFFFF <url>,23,sentiment,79,neutral
1020368290969944064,"É resultado da loucura da mesma turminha que diz não haver aquecimento global, Amado.",24,other_topic,85,other_topic
1020368290969944064,"É resultado da loucura da mesma turminha que diz não haver aquecimento global, Amado.",22,related,76,not_related
1020490637320351744,"Minha prima chegou em mim e disse: ""Carol,eu fui tomar vacina hoje e eu nem chorei,só gritei SOCORRO"" KKAJSJSJSJJSJS",23,sentiment,80,negative
1021808749042982656,"Agora que tomei vacina espero nunca mais pegar gripe, senão eu vou ficar muito irritado",22,related,75,related
1021808749042982656,"Agora que tomei vacina espero nunca mais pegar gripe, senão eu vou ficar muito irritado",23,sentiment,79,neutral
1021949566487339008,"Maria Gabriela vai acabar ficando sem tomar a vacina e sem a consulta de 5 meses, pq eu vim pra esse lugar e ainda dependo dos outros. QUE MERDA",22,related,75,related
1021949566487339008,"Maria Gabriela vai acabar ficando sem tomar a vacina e sem a consulta de 5 meses, pq eu vim pra esse lugar e ainda dependo dos outros. QUE MERDA",23,sentiment,79,negative
1022900223331524608,Vacinação contra gripe será concentrada em 10 UBSs em Jundiaí -  <url> <url>,22,related,75,related
1022900223331524608,Vacinação contra gripe será concentrada em 10 UBSs em Jundiaí -  <url> <url>,23,sentiment,79,neutral
1022949446433366016,Patos Já - Vacinação antirrábica para cães e gatos terá início no dia 4 de agosto em Patos de Minas <url>,22,related,75,related
1022949446433366016,Patos Já - Vacinação antirrábica para cães e gatos terá início no dia 4 de agosto em Patos de Minas <url>,23,sentiment,79,neutral
1023959132569788416,"Faltei no senai e tive que vim tomar vacina, boa",22,related,75,related
1023959132569788416,"Faltei no senai e tive que vim tomar vacina, boa",23,sentiment,79,positive
1024095674600775680,eu amo tomar vacina eu fico anciosa ???¿¿¿,22,related,75,related
1024095674600775680,eu amo tomar vacina eu fico anciosa ???¿¿¿,23,sentiment,80,negative
1024373586772012928,"Entre os dias 6 e 31 de agosto, a Campanha de Vacinação contra a Poliomielite e o Sarampo vai reforçar a proteção de crianças de um a menores de cinco anos contra essas doenças já eliminadas no Brasil. <url> <url>",22,related,75,related
1024373586772012928,"Entre os dias 6 e 31 de agosto, a Campanha de Vacinação contra a Poliomielite e o Sarampo vai reforçar a proteção de crianças de um a menores de cinco anos contra essas doenças já eliminadas no Brasil. <url> <url>",23,sentiment,79,neutral
1024487224597983232,"A dois meses eu digo ""vou adotar um gato"" a dois meses a porra do Lucas não me leva no bagui que ele foi pra adotar(compra ja que é 100 pila porém o bichinho já vem vacinado e castrado) o gato dele",22,related,75,related
1024802514489798528,@<user> @<user> @<user> Tu fez a vacina da gripe pelo menos? Kk,22,related,75,related
1024802514489798528,@<user> @<user> @<user> Tu fez a vacina da gripe pelo menos? Kk,23,sentiment,79,neutral
1025056332334936064,já tô vendo q vou fazer escândalo p tomar essa porra de vacina,22,related,75,related
1025056332334936064,já tô vendo q vou fazer escândalo p tomar essa porra de vacina,23,sentiment,80,negative
1026417899198721920,Eu ia fazer uma piadinha com quem  eh contra vacina mas com certeza seria processado por danos morais,22,related,75,related
1026417899198721920,Eu ia fazer uma piadinha com quem  eh contra vacina mas com certeza seria processado por danos morais,23,sentiment,79,neutral
1026471948879122432,"Começa hoje a Campanha que vai proteger as crianças, de 1 a 5 anos de idade, contra a poliomielite e sarampo. Leve seu pequeno à unidade de saúde mais próxima, junto com a caderneta de vacinação. E não se esqueça: #VacinarÉProteger 💙 <url>",22,related,75,related
1026471948879122432,"Começa hoje a Campanha que vai proteger as crianças, de 1 a 5 anos de idade, contra a poliomielite e sarampo. Leve seu pequeno à unidade de saúde mais próxima, junto com a caderneta de vacinação. E não se esqueça: #VacinarÉProteger 💙 <url>",23,sentiment,78,positive
1026506732342833280,"Começa campanha de vacinação contra pólio e sarampo em RR; 'Baixa cobertura vacinal preocupa', diz Sesau <url>",22,related,75,related
1026506732342833280,"Começa campanha de vacinação contra pólio e sarampo em RR; 'Baixa cobertura vacinal preocupa', diz Sesau <url>",23,sentiment,79,neutral
1026516488709136384,Campanha de vacinação contra Sarampo e Poliomielite é iniciada em Socorro<url> <url>,22,related,75,related
1026516488709136384,Campanha de vacinação contra Sarampo e Poliomielite é iniciada em Socorro<url> <url>,23,sentiment,79,neutral
1026815249389969408,"A campanha de vacinação contra o sarampo e a paralisia infantil – poliomielite -, teve início no último sábado (04) no Estado de São Paulo e vai até o dia 31 de agosto. A campanha começou com o “Dia D” extra de vacinação.Confira a matéria: <url>",22,related,75,related
1026815249389969408,"A campanha de vacinação contra o sarampo e a paralisia infantil – poliomielite -, teve início no último sábado (04) no Estado de São Paulo e vai até o dia 31 de agosto. A campanha começou com o “Dia D” extra de vacinação.Confira a matéria: <url>",23,sentiment,79,neutral
1026922997192507392,mano cinco min antes do nene tomar vacina ele dorme meu deus ele vai chorar tanto,22,related,75,related
1026922997192507392,mano cinco min antes do nene tomar vacina ele dorme meu deus ele vai chorar tanto,23,sentiment,80,negative
1027151073356726272,Infelizmente era a moça da vacina e odeio agulha. Mas essa tem mão leve.,22,related,75,related
1027151073356726272,Infelizmente era a moça da vacina e odeio agulha. Mas essa tem mão leve.,23,sentiment,79,neutral
1028034549886935040,"Lua tomou vacina, era pra ela tá quieta mas ela tá um capeta kkkkkkkk",22,related,75,related
1028034549886935040,"Lua tomou vacina, era pra ela tá quieta mas ela tá um capeta kkkkkkkk",23,sentiment,79,neutral
1029036947052929024,"Não estava afim de malhar, precisava de um motivo. Minha mãe, sempre um anjo, me diz: ""Pois é, filho, vc ainda não tomou a vacina que era pra ter tomado no início do mês"". Imagina tomar vacina nesse frio.. Tô revendo meus conceitos sobre não querer malhar.. Hahaha",22,related,75,related
1029036947052929024,"Não estava afim de malhar, precisava de um motivo. Minha mãe, sempre um anjo, me diz: ""Pois é, filho, vc ainda não tomou a vacina que era pra ter tomado no início do mês"". Imagina tomar vacina nesse frio.. Tô revendo meus conceitos sobre não querer malhar.. Hahaha",23,sentiment,79,neutral
1029214825791082496,"Gente anti vacinação, terraplanistas e a turma do ""homem nunca esteve na lua"". Coloco todos no mesmo balaio do desprezo. Pelo amordi !",22,related,75,related
1029214825791082496,"Gente anti vacinação, terraplanistas e a turma do ""homem nunca esteve na lua"". Coloco todos no mesmo balaio do desprezo. Pelo amordi !",23,sentiment,78,positive
1029372104318312320,ATENÇÃO PAIS❗️Pais serão notificados para autorizar vacina contra sarampo dos filhos em escolas de Manaus. Saiba mais> <url> <url>,22,related,75,related
1029372104318312320,ATENÇÃO PAIS❗️Pais serão notificados para autorizar vacina contra sarampo dos filhos em escolas de Manaus. Saiba mais> <url> <url>,23,sentiment,79,neutral
1030247939585835008,"SUPERCOMPUTADOR SANTOS DUMONT AUXILIA NO DESENVOLVIMENTO DE VACINA CONTRA O VÍRUS DA ZIKA Uma vacina contra o vírus da Zika foi desenvolvida com o auxílio do supercomputador Santos Dumont, instalado na sede do LNCC, em... <url>",22,related,75,related
1030247939585835008,"SUPERCOMPUTADOR SANTOS DUMONT AUXILIA NO DESENVOLVIMENTO DE VACINA CONTRA O VÍRUS DA ZIKA Uma vacina contra o vírus da Zika foi desenvolvida com o auxílio do supercomputador Santos Dumont, instalado na sede do LNCC, em... <url>",23,sentiment,79,neutral
1030518062976516096,Dia D contra pólio e sarampo em Anápolis contará com 45 postos de vacinação <url>,22,related,75,related
1030518062976516096,Dia D contra pólio e sarampo em Anápolis contará com 45 postos de vacinação <url>,23,sentiment,79,neutral
1033074971860459520,"No sábado (11/08), várias ações rolaram no Majestoso! Confira como foi um pouco dessa manhã agitada, com o Berçário do Tigre e a campanha de vacinação para crianças. 👊🐯<url>",22,related,75,related
1033074971860459520,"No sábado (11/08), várias ações rolaram no Majestoso! Confira como foi um pouco dessa manhã agitada, com o Berçário do Tigre e a campanha de vacinação para crianças. 👊🐯<url>",23,sentiment,79,neutral
1034213742852988800,@<user> Tem que apresentar cartão de vacina na porta 🙄,22,related,75,related
1034213742852988800,@<user> Tem que apresentar cartão de vacina na porta 🙄,23,sentiment,79,neutral
1035219540014194560,"Hj eu ia levar Heitor p tomar vacina mais n deu, amanhã eu vou de qualquer jeito...",22,related,75,related
1035219540014194560,"Hj eu ia levar Heitor p tomar vacina mais n deu, amanhã eu vou de qualquer jeito...",23,sentiment,79,neutral
1035279387413884800,Vacinação contra Sarampo e Paralisia é prorrogada até de Setembro em Teresópolis <url>,22,related,75,related
1035279387413884800,Vacinação contra Sarampo e Paralisia é prorrogada até de Setembro em Teresópolis <url>,23,sentiment,79,neutral
1035549580811804672,"Medida visa atingir a meta de vacinar pelo menos 95% das 2,2 milhões de crianças paulistas na faixa-etária de 1 ano a menores de 5 anos; municípios têm autonomia para organizar estratégias de vacinação no dia 1º de setembro.... <url>",22,related,75,related
1035549580811804672,"Medida visa atingir a meta de vacinar pelo menos 95% das 2,2 milhões de crianças paulistas na faixa-etária de 1 ano a menores de 5 anos; municípios têm autonomia para organizar estratégias de vacinação no dia 1º de setembro.... <url>",23,sentiment,79,neutral
1036118461439778816,"Agora além do sabonete e dos cremes, tbm teremos as seringas Assepxia",22,related,77,not_related
1036336764951113600,"mainha fez o favor de perder meu cartão de vacina e pra viajar eu preciso dele, aí falei agora com a agente do posto daqui e ela disse que eu vou ter que tomar umas vacinas que já tomei porque sem o cartão não comprova nada. obrigado, mãe.",22,related,75,related
1036336764951113600,"mainha fez o favor de perder meu cartão de vacina e pra viajar eu preciso dele, aí falei agora com a agente do posto daqui e ela disse que eu vou ter que tomar umas vacinas que já tomei porque sem o cartão não comprova nada. obrigado, mãe.",23,sentiment,79,neutral
1037071312425021440,"Essa lindeza precisa de um lar tava preso há sete meses numa coleira , foi resgatado , castrado , vacinado 🙏♥️Hunter tel 99848-5064 Mário <url>",22,related,75,related
1037481857540140928,"o veterinário é tão maravilhoso q qnd ele disse “até ano q vem”, fiquei triste prq não ia ter mais vacina até lá. não sei se na hora demonstrei, prq ele disse “se deus quiser né” 😂 (com cara de “mulher, ela voltar só ano q vem significa q tá tudo bem!”)",22,related,75,related
1037589360076632064,"Não percam a carteirinha de vacinação, eu perdi e tive que tomar tudo de novo pqp",23,sentiment,80,negative
1038816675183947520,"@<user> @<user> @<user> Perdemos Anderson Martins, Madson, Nenê e Mateus Vital no período das eleições. Não renovaram com o Jean (maior ladrão de bolas do BR 17. Perderam Gilberto pro Flu (3o em roubo de bolas no mesmo brasileirão).Erro meu. Vc, de fato, não montou o time desse ano. Apenas desmontou.",22,related,76,not_related
1039359683520327680,Quem fala que Fla x Vasco é mais clássico que Fla x Flu ta no minimo louco da cabeça,24,other_topic,85,other_topic
1039359683520327680,Quem fala que Fla x Vasco é mais clássico que Fla x Flu ta no minimo louco da cabeça,22,related,76,not_related
1039461755632709632,"Olha eu tô desconfiando é sintoma de amorSó que eu não sou vacinadoEu te peço agora, por favor cuida do meu sentimento",24,other_topic,85,other_topic
1039461755632709632,"Olha eu tô desconfiando é sintoma de amorSó que eu não sou vacinadoEu te peço agora, por favor cuida do meu sentimento",22,related,76,not_related
1039568735022067456,O FLU NO TRÂNSITO: BR-101 com trânsito intenso na Av. do Contorno sentido Niterói.  Mais em: <url>                                                                                                  #transito,24,other_topic,85,other_topic
